x,y,phase,point_id,r00,r01,r02,r10,r11,r12,r20,r21,r22
0,0,child,0,-0.6824225444453804,-0.4301588078699799,0.5909846621060235,0.362412326661849,-0.9012484820757809,-0.2375046926686848,0.6347887651150091,0.05210156972662905,0.770927136709938
1,0,child,1,-0.6824225444453804,-0.4301588078699799,0.5909846621060235,0.362412326661849,-0.9012484820757809,-0.2375046926686848,0.6347887651150091,0.05210156972662905,0.770927136709938
2,0,child,2,-0.6824225444453804,-0.4301588078699799,0.5909846621060235,0.362412326661849,-0.9012484820757809,-0.2375046926686848,0.6347887651150091,0.05210156972662905,0.770927136709938
3,0,child,3,-0.4814533021277614,-0.8764670428821991,0.0028706465487932363,-0.7814966552027505,0.4307632332161647,0.45133802722136074,-0.3968194750477703,0.21505478290540198,-0.8923484434750377
4,0,child,4,-0.4814533021277614,-0.8764670428821991,0.0028706465487932363,-0.7814966552027505,0.4307632332161647,0.45133802722136074,-0.3968194750477703,0.21505478290540198,-0.8923484434750377
5,0,child,5,-0.4814533021277614,-0.8764670428821991,0.0028706465487932363,-0.7814966552027505,0.4307632332161647,0.45133802722136074,-0.3968194750477703,0.21505478290540198,-0.8923484434750377
6,0,child,6,0.28487387008050113,0.8764670428821991,-0.38813966672667105,0.824075956796116,-0.4307632332161647,-0.36788837211812253,-0.4896383313997423,-0.21505478290540225,-0.844988606298089
7,0,child,7,0.28487387008050113,0.8764670428821991,-0.38813966672667105,0.824075956796116,-0.4307632332161647,-0.36788837211812253,-0.4896383313997423,-0.21505478290540225,-0.844988606298089
8,0,child,8,0.28487387008050113,0.8764670428821991,-0.38813966672667105,0.824075956796116,-0.4307632332161647,-0.36788837211812253,-0.4896383313997423,-0.21505478290540225,-0.844988606298089
9,0,child,9,0.8790019764926407,0.43015880786998,-0.20571564192814568,-0.4049916282552147,0.9012484820757809,0.15405503756544653,0.2516690413325035,-0.0521015697266288,0.9664099130631889
10,0,child,10,0.8790019764926407,0.43015880786998,-0.20571564192814568,-0.4049916282552147,0.9012484820757809,0.15405503756544653,0.2516690413325035,-0.0521015697266288,0.9664099130631889
11,0,child,11,0.8790019764926407,0.43015880786998,-0.20571564192814568,-0.4049916282552147,0.9012484820757809,0.15405503756544653,0.2516690413325035,-0.0521015697266288,0.9664099130631889
0,1,child,12,-0.6824225444453804,-0.4301588078699799,0.5909846621060235,0.362412326661849,-0.9012484820757809,-0.2375046926686848,0.6347887651150091,0.05210156972662905,0.770927136709938
1,1,child,13,-0.6824225444453804,-0.4301588078699799,0.5909846621060235,0.362412326661849,-0.9012484820757809,-0.2375046926686848,0.6347887651150091,0.05210156972662905,0.770927136709938
2,1,child,14,-0.6824225444453804,-0.4301588078699799,0.5909846621060235,0.362412326661849,-0.9012484820757809,-0.2375046926686848,0.6347887651150091,0.05210156972662905,0.770927136709938
3,1,child,15,-0.4814533021277614,-0.8764670428821991,0.0028706465487932363,-0.7814966552027505,0.4307632332161647,0.45133802722136074,-0.3968194750477703,0.21505478290540198,-0.8923484434750377
4,1,child,16,-0.4814533021277614,-0.8764670428821991,0.0028706465487932363,-0.7814966552027505,0.4307632332161647,0.45133802722136074,-0.3968194750477703,0.21505478290540198,-0.8923484434750377
5,1,child,17,-0.4814533021277614,-0.8764670428821991,0.0028706465487932363,-0.7814966552027505,0.4307632332161647,0.45133802722136074,-0.3968194750477703,0.21505478290540198,-0.8923484434750377
6,1,child,18,0.28487387008050113,0.8764670428821991,-0.38813966672667105,0.824075956796116,-0.4307632332161647,-0.36788837211812253,-0.4896383313997423,-0.21505478290540225,-0.844988606298089
7,1,child,19,0.28487387008050113,0.8764670428821991,-0.38813966672667105,0.824075956796116,-0.4307632332161647,-0.36788837211812253,-0.4896383313997423,-0.21505478290540225,-0.844988606298089
8,1,child,20,0.28487387008050113,0.8764670428821991,-0.38813966672667105,0.824075956796116,-0.4307632332161647,-0.36788837211812253,-0.4896383313997423,-0.21505478290540225,-0.844988606298089
9,1,child,21,0.8790019764926407,0.43015880786998,-0.20571564192814568,-0.4049916282552147,0.9012484820757809,0.15405503756544653,0.2516690413325035,-0.0521015697266288,0.9664099130631889
10,1,child,22,0.8790019764926407,0.43015880786998,-0.20571564192814568,-0.4049916282552147,0.9012484820757809,0.15405503756544653,0.2516690413325035,-0.0521015697266288,0.9664099130631889
