x,y,point_id,parent_region_id,true_variant_id,phase,r00,r01,r02,r10,r11,r12,r20,r21,r22
0,0,0,1,5,martensite,-0.6695302208314207,0.2340785276817736,-0.7049372498824007,-0.7296228786040244,-0.38512282486422184,0.5650936778855158,-0.13921112890500606,0.8926856404395308,0.4286404191651305
1,0,1,1,5,martensite,-0.668979408453577,0.235726347422964,-0.7049110867306106,-0.73004023362693,-0.386592925151491,0.5635487268273712,-0.13967035602102523,0.8916159483507693,0.43071242412486566
2,0,2,1,8,martensite,0.2083011272769466,0.2806375833548501,0.9369381981667214,0.26391728256568325,0.9062894782906924,-0.3301318668391916,-0.9417846401053154,0.3160410232047953,0.11471601158237474
3,0,3,1,10,martensite,0.35542420779134565,0.9146656007076326,-0.1925109643579821,-0.7453767192588785,0.15308123856332492,-0.6488294697274388,-0.5639921798241224,0.3741028913040695,0.7361792226184942
4,0,4,1,4,martensite,-0.7331386430667568,0.6790621597515948,-0.037179473311679895,0.5172920392281055,0.5213267186403465,-0.6786953650813576,-0.44149368760318936,-0.5168104445782694,-0.7334782124789726
5,0,5,1,9,martensite,-0.36432486289177324,-0.9183556536302272,0.15456483340103472,-0.07701462448482098,-0.13569205793343098,-0.9877532146387845,0.9280819693832831,-0.37176680709712256,-0.021290825405744604
6,0,6,1,5,martensite,-0.6682127702561571,0.2366436778760312,-0.7053307475134607,-0.7316662058266068,-0.38074113322365755,0.5654208633600839,-0.1347451554523934,0.8938881133524879,0.4275602693062581
7,0,7,1,6,martensite,0.6361211022289479,-0.2733283668639769,0.7215549508987517,-0.41565808205464605,-0.9092545145415944,0.022013327971535834,0.6500602296108275,-0.31392328944059006,-0.6920071287386552
8,0,8,1,8,martensite,0.2170502441724682,0.2844528478986964,0.9337964279365139,0.27173186079327905,0.9011849031086206,-0.3376796799319265,-0.9375771900672999,0.32703569794661164,0.11830750159680786
9,0,9,1,6,martensite,0.6339107107029565,-0.2662304894768419,0.726139475120995,-0.40897261375211913,-0.9122678556537124,0.022555725254085168,0.6564286800992419,-0.31126947491506296,-0.6871773438707567
10,0,10,1,3,martensite,0.7711908319884182,-0.6365741188925531,0.00617185654250793,0.6335281737833955,0.7683805060339183,0.09073836547864164,-0.06250402930761775,-0.06606655056251463,0.9958556407517524
11,0,11,1,12,martensite,0.8279193033897245,0.4092293814041535,-0.38351133030230955,0.5391480113044534,-0.3923614161358746,0.7452328099555894,0.1544961131586376,-0.823761999926814,-0.5454787974756204
12,0,12,1,9,martensite,-0.3676149124450696,-0.9166382790471671,0.15695076149369955,-0.07972548723142257,-0.13708396041624277,-0.9873458535297094,0.9265544359797306,-0.37547603542975416,-0.022685325305967667
13,0,13,1,12,martensite,0.8258367289692212,0.4026869990794672,-0.39476179888356716,0.5432890122833264,-0.38058891736289363,0.7483242112298307,0.1510984653053247,-0.832463366613158,-0.53307972858613
14,0,14,2,10,martensite,-0.85530443159424,-0.3602014151363712,0.37243693402911815,0.14837208180547803,0.5184386872984996,0.8421443183047176,-0.49642729038194766,0.7755490107310847,-0.38997907292324435
15,0,15,2,4,martensite,0.43339722465480723,-0.6086285096353388,-0.6646338713311088,-0.8788606683774998,-0.44863856921276357,-0.16225707933331834,-0.19942610471190833,0.6544423362480382,-0.7293383695416304
16,0,16,2,1,martensite,-0.7941270359106383,0.6058536753998631,-0.04799557104838975,0.38702223730527774,0.44323905120319546,-0.8085498941436504,-0.4685894137376571,-0.6606666841100496,-0.5864669588647179
17,0,17,2,6,martensite,-0.19764289131617963,-0.33061269848906355,-0.9228393853265913,0.9403722692011733,0.20191401297649683,-0.27373477433669835,0.27683439603780646,-0.9219142991414692,0.2709921441829567
18,0,18,2,6,martensite,-0.20741042558121991,-0.30862844658843513,-0.9282938098019544,0.9449159247608755,0.18241293432792602,-0.2717708897641084,0.2532090253002777,-0.9335277196453705,0.2537935896751492
19,0,19,2,2,martensite,0.7338311061801586,-0.6754944000857074,0.07210563816550795,0.6351705873199638,0.7198959499446974,0.2798359273875207,-0.24093615877658797,-0.15955292760106832,0.9573362161163188
20,0,20,2,2,martensite,0.7221630275590523,-0.6865742160265214,0.0842401775538922,0.6417571325108801,0.7104563137446575,0.28878990483007816,-0.2581246685192183,-0.15449165721138647,0.9536791826153715
21,0,21,2,12,martensite,-0.3042553473412011,-0.9236954555624892,0.23284198287141128,0.08933842369199636,-0.2710219302146066,-0.9584183634483316,0.9483919704776683,-0.27080217635010684,0.16498136748594114
22,0,22,2,3,martensite,-0.35390768694244357,0.6844683449325071,0.6373793485110762,-0.15316485451807402,-0.714699433841694,0.6824553074061476,0.922653714273945,0.14390206409818018,0.3577741179638022
23,0,23,2,6,martensite,-0.19642061350794182,-0.33577014392404747,-0.9212368604427353,0.9460443679650369,0.18205008637902162,-0.26806308938573503,0.25771883212291175,-0.924184059859623,0.2818950639344135
24,0,24,2,7,martensite,0.7123422330361437,-0.253151422392298,0.6545860526881372,-0.26344840971690325,-0.9609274888514836,-0.08493112849371882,0.6505101678303846,-0.11194962487805948,-0.7512015728411028
25,0,25,2,6,martensite,-0.19329754668170063,-0.3265503934779949,-0.9252031663187296,0.9448445922772172,0.1921590757055334,-0.265223652920501,0.2643950735005007,-0.9254402898855021,0.271395495477178
26,0,26,2,1,martensite,-0.7925524880636514,0.6075576585898417,-0.052290010068316635,0.39007615942911494,0.4391981526823549,-0.8092870767072943,-0.4687228856255552,-0.6617995725060841,-0.5850813467558311
27,0,27,2,8,martensite,-0.6268757706664017,0.32682167693056396,-0.7072583400990752,-0.7767980638730758,-0.19215676676590235,0.5997170540755994,0.06009605739518785,0.9253449997024724,0.3743328671265529
28,0,28,3,9,martensite,0.14852144107678877,0.9212355706815356,-0.3595363748656579,0.21471669558640824,0.3248544070477393,0.9210680511548074,0.9653176276112062,-0.21399681664157183,-0.14955681291852224
29,0,29,3,6,martensite,-0.8100355319313397,0.13050578807910126,-0.5716735749416477,0.3109378948930657,0.9221643081055774,-0.2300665433643715,0.49715195114590455,-0.3641170527921126,-0.787565050861074
30,0,30,3,1,martensite,-0.48653716341475883,0.4588455273978882,0.7434664556005697,0.7118593276748045,0.7015522008557787,0.032875630439403204,-0.506495692201519,0.5452387472120506,-0.6679646864318036
31,0,31,3,10,martensite,-0.4139967524780124,-0.9073831103832897,-0.07254364154635715,0.6080797095282677,-0.33498051203270457,0.7197410113494467,-0.6773815437385914,0.2538581248442795,0.6904421023176882
32,0,32,3,4,martensite,0.8926039014323401,-0.45042231616049583,0.019442537189868637,-0.36530180712251487,-0.6972999811629482,0.6167068395787232,-0.26422124225881255,-0.5575773250184823,-0.7869527697164828
33,0,33,3,7,martensite,0.2829963322492335,0.4627625225158236,0.8400975679575993,-0.7917766507408601,-0.3816137004432798,0.4769284212285661,0.5412973409089198,-0.8001386326061118,0.25840928260446483
34,0,34,3,1,martensite,-0.5042294039697706,0.45075548810291577,0.7365950027779126,0.7056377441845512,0.7067684390618152,0.05053461712789859,-0.49782334432449876,0.5452502760120599,-0.6744435145765315
35,0,35,3,5,martensite,0.5097933230601186,-0.4589548603152585,0.727647719680563,0.8535962273047113,0.37520841547316,-0.36137532523580546,-0.10716458600902182,0.805344076250097,0.5830408822324493
36,0,36,3,3,martensite,-0.5898193541570746,0.7928159949051247,-0.1534794047562389,-0.8002886897975305,-0.5992767062022201,-0.020135599955554275,-0.10794045786397048,0.11095146518192502,0.9879466736267198
37,0,37,3,12,martensite,-0.7098846955509586,-0.30993356551206686,0.6324594089674852,-0.7010134845714001,0.22403506527754763,-0.6770438567590348,0.06814553155993902,-0.923985646260299,-0.37630667285254316
38,0,38,3,11,martensite,0.9231498565878979,0.3230711674743684,-0.20837313413319936,-0.13810270305450123,-0.22715087590968877,-0.9640176984799094,-0.35877846324826124,0.9187096931676568,-0.16507729701266066
39,0,39,3,7,martensite,0.28103798840034666,0.4631330530743077,0.8405506672568628,-0.7929269050378764,-0.3813434813374847,0.47523054669124776,0.5406334916955674,-0.8000530759840115,0.2600586535102817
0,1,40,1,9,martensite,-0.36896028234699907,-0.9152788480393163,0.16165685999129234,-0.07585529100155347,-0.14369494310747707,-0.9867105645286304,0.9263445821493707,-0.37631953664028733,-0.016411016584818205
1,1,41,1,11,martensite,-0.7941179007417385,-0.42287691065086624,0.4365224829947636,0.2812285800351009,0.38104837470646724,0.8807454921286858,-0.5387831154490416,0.822178359342995,-0.1836722622909778
2,1,42,1,9,martensite,-0.37049751345844983,-0.9148994267206072,0.16028297322987906,-0.07404494128184065,-0.14292222390934098,-0.9869602750786763,0.9258773888543098,-0.3775344711402022,-0.014791345753954268
3,1,43,1,3,martensite,0.763356378451111,-0.6459443391079629,0.006553644206198709,0.6428702532874804,0.7606392254072804,0.09025412018242446,-0.06328409686560472,-0.06468291541195186,0.9958972053067099
4,1,44,1,7,martensite,-0.17915638588156435,-0.23901434952874354,-0.954345393511808,0.8848094176462064,0.3849642547674014,-0.2625163175803752,0.4301340300911301,-0.8914452665591595,0.142513342837897
5,1,45,1,7,martensite,-0.1829394980078496,-0.23940265000508323,-0.9535300263962219,0.8842960276468178,0.38374776872070926,-0.26600410803206653,0.42959710841286447,-0.8918654725755563,0.14150018823621754
6,1,46,1,4,martensite,-0.7317771550807293,0.6806872887837382,-0.03416153085266688,0.5152740776004558,0.5197496104111416,-0.6814344923985473,-0.4460883547627682,-0.5162607455208175,-0.7310814061233786
7,1,47,1,10,martensite,0.347660278964822,0.914944396359027,-0.2049611719358535,-0.7518036761988776,0.14139355525200117,-0.644048984928206,-0.5602888209521542,0.37800081230655574,0.7370154835630178
8,1,48,1,4,martensite,-0.7335083191826752,0.679255120505172,-0.024042191191964175,0.5033967208895033,0.5191564988188734,-0.6907012893659781,-0.45668072773821106,-0.5187379020291786,-0.7227404111511022
